UITVOERDER;TITEL;;;;;;;;;;;;Uitvoerder;Titel
Maroon 5;Moves Like Jagger (+ duet);;;;;;;;;;;;Maroon 5;*Moves Like Jagger (+ duet)
Maroon 5;She Will Be Loved;;;;;;;;;;;;Maroon 5;*She Will Be Loved
Maroon 5;Sunday Morning;;;;;;;;;;;;Maroon 5;*Sunday Morning
Maroon 5;This Love;;;;;;;;;;;;Maroon 5;*This Love
Marshmello & Anne-Marie;Friends;;;;;;;;;;;;Marshmello & Anne-Marie;*Friends
Marshmello ft. Bastille;Happier;;;;;;;;;;;;Marshmello ft. Bastille;*Happier
Mart Hoogkamer;Ik Ga Zwemmen;;;;;;;;;;;;Mart Hoogkamer;*Ik Ga Zwemmen
Martha Reeves And The Vandellas;Dancing In The Street;;;;;;;;;;;;Martha Reeves And The Vandellas;*Dancing In The Street
Martika;I feel the Earth move;;;;;;;;;;;;Martika;*I feel the Earth move
Martika;Toy Soldiers;;;;;;;;;;;;Martika;*Toy Soldiers
Martin Solveig;Jealousy;;;;;;;;;;;;Martin Solveig;*Jealousy
Martin Solveig ft. Dragonette;Hello;;;;;;;;;;;;Martin Solveig ft. Dragonette;*Hello
Marvin Gaye;I Heard It Through The Grapevine;;;;;;;;;;;;Marvin Gaye;*I Heard It Through The Grapevine
Marvin Gaye;What's Going On;;;;;;;;;;;;Marvin Gaye;*What's Going On
Marvin Gaye & Kim Weston;It Takes Two (Marvin / Kim);;;;;;;;;;;;Marvin Gaye & Kim Weston;*It Takes Two (Marvin / Kim)
Marvin Gaye And Tammii Tarrelle;Ain't No Mountain High Enough;;;;;;;;;;;;Marvin Gaye And Tammii Tarrelle;*Ain't No Mountain High Enough
Massive Attack;Protection;;;;;;;;;;;;Massive Attack;*Protection
Massive Attack;Unfinished Sympathy;;;;;;;;;;;;Massive Attack;*Unfinished Sympathy
Matchbox Twenty;How Far We've Come;;;;;;;;;;;;Matchbox Twenty;*How Far We've Come
Matthew Wilder;Break My Stride;;;;;;;;;;;;Matthew Wilder;*Break My Stride
Matthias Reim;Verdammt Ich Lieb' Dich;;;;;;;;;;;;Matthias Reim;*Verdammt Ich Lieb' Dich
Max Werner;Rain in May;;;;;;;;;;;;Max Werner;*Rain in May
Maxi Priest;Close To You;;;;;;;;;;;;Maxi Priest;*Close To You
Maywood;Late at Night;;;;;;;;;;;;Maywood;*Late at Night
MC Hammer;U Can't Touch This;;;;;;;;;;;;MC Hammer;*U Can't Touch This
McFly;Obviously;;;;;;;;;;;;McFly;*Obviously
Me & My;Dub-I-Dub;;;;;;;;;;;;Me & My;*Dub-I-Dub
Meatloaf;I'd Do Anything for Love;;;;;;;;;;;;Meatloaf;*I'd Do Anything for Love
Meatloaf;It's All Coming Back To Me Now;;;;;;;;;;;;Meatloaf;*It's All Coming Back To Me Now
Meatloaf;Paradise by the Dashboard Light;;;;;;;;;;;;Meatloaf;*Paradise by the Dashboard Light
Meatloaf;Two Out Of Three Ain't Bad;;;;;;;;;;;;Meatloaf;*Two Out Of Three Ain't Bad
Meghan Trainor;All About That Bass;;;;;;;;;;;;Meghan Trainor;*All About That Bass
Meghan Trainor;Better When Im Dancin;;;;;;;;;;;;Meghan Trainor;*Better When Im Dancin
Meghan Trainor ;Made You Look;;;;;;;;;;;;Meghan Trainor ;*Made You Look
Mel & Kim;Respectable;;;;;;;;;;;;Mel & Kim;*Respectable
Mel & Kim;Showing Out;;;;;;;;;;;;Mel & Kim;*Showing Out
Men at Work;Down Under;;;;;;;;;;;;Men at Work;*Down Under
Men At Work;Who Can It Be Now;;;;;;;;;;;;Men At Work;*Who Can It Be Now
Meneer Kaktus;Meneer Kaktus Lied;;;;;;;;;;;;Meneer Kaktus;*Meneer Kaktus Lied
Meredith Brooks;Bitch;;;;;;;;;;;;Meredith Brooks;*Bitch
Metallica;Enter Sandman;;;;;;;;;;;;Metallica;*Enter Sandman
Metallica;For whom the bell tolls;;;;;;;;;;;;Metallica;*For whom the bell tolls
Metallica;Master Of Puppets;;;;;;;;;;;;Metallica;*Master Of Puppets
Metallica;Nothing Else Matters;;;;;;;;;;;;Metallica;*Nothing Else Matters
Metallica;One;;;;;;;;;;;;Metallica;*One
Metallica;Sad But True;;;;;;;;;;;;Metallica;*Sad But True
Metallica;The Unforgiven;;;;;;;;;;;;Metallica;*The Unforgiven
Metallica;The Unforgiven II;;;;;;;;;;;;Metallica;*The Unforgiven II
Metallica;The Unforgiven III;;;;;;;;;;;;Metallica;*The Unforgiven III
Metallica;Wherever I May Roam;;;;;;;;;;;;Metallica;*Wherever I May Roam
Metallica & Symphony;Enter Sandman;;;;;;;;;;;;Metallica & Symphony;*Enter Sandman
Metallica & Symphony;Nothing Else Matters;;;;;;;;;;;;Metallica & Symphony;*Nothing Else Matters
MGMT;Kids;;;;;;;;;;;;MGMT;*Kids
Miami Sound Machine;Bad boy;;;;;;;;;;;;Miami Sound Machine;*Bad boy
Miami Sound Machine;Conga;;;;;;;;;;;;Miami Sound Machine;*Conga
Michael Bublé;It's Beginning to Look a lot Like Christmas;;;;;;;;;;;;Michael Bublé;*It's Beginning to Look a lot Like Christmas
Michael Bublé;Let It Snow, Let It Snow, Let It Snow;;;;;;;;;;;;Michael Bublé;*Let It Snow, Let It Snow, Let It Snow
Michael Jackson;Bad;;;;;;;;;;;;Michael Jackson;*Bad
Michael Jackson;Beat It;;;;;;;;;;;;Michael Jackson;*Beat It
Michael Jackson;Ben;;;;;;;;;;;;Michael Jackson;*Ben
Michael Jackson;Billy Jean;;;;;;;;;;;;Michael Jackson;*Billy Jean
Michael Jackson;Black or white;;;;;;;;;;;;Michael Jackson;*Black or white
Michael Jackson;Dirty Diana;;;;;;;;;;;;Michael Jackson;*Dirty Diana
Michael Jackson;Don't stop till you get enough;;;;;;;;;;;;Michael Jackson;*Don't stop till you get enough
Michael Jackson;Heal the world;;;;;;;;;;;;Michael Jackson;*Heal the world
Michael Jackson;Human Nature;;;;;;;;;;;;Michael Jackson;*Human Nature
Michael Jackson;Leave me alone;;;;;;;;;;;;Michael Jackson;*Leave me alone
Michael Jackson;Man in the Mirror;;;;;;;;;;;;Michael Jackson;*Man in the Mirror
Michael Jackson;P.Y.T. (Pretty Young Thing);;;;;;;;;;;;Michael Jackson;*P.Y.T. (Pretty Young Thing)
Michael Jackson;Remember the time;;;;;;;;;;;;Michael Jackson;*Remember the time
Michael Jackson;Smooth Criminal;;;;;;;;;;;;Michael Jackson;*Smooth Criminal
Michael Jackson;The Way You Make Me Feel;;;;;;;;;;;;Michael Jackson;*The Way You Make Me Feel
Michael Jackson;They don't care about us;;;;;;;;;;;;Michael Jackson;*They don't care about us
Michael Jackson;Thriller;;;;;;;;;;;;Michael Jackson;*Thriller
Michael Jackson;Wanna Be Starting Something;;;;;;;;;;;;Michael Jackson;*Wanna Be Starting Something
Michael Jackson & Friends;We are the world;;;;;;;;;;;;Michael Jackson & Friends;*We are the world
Michael Jackson & Janet Jackson;Scream;;;;;;;;;;;;Michael Jackson & Janet Jackson;*Scream
Michael Jackson & Paul McCartney;The girl is mine (+ duet);;;;;;;;;;;;Michael Jackson & Paul McCartney;*The girl is mine (+ duet)
Michael Sembello;Maniac;;;;;;;;;;;;Michael Sembello;*Maniac
Michel Sardou;Les lacs du Connemara;;;;;;;;;;;;Michel Sardou;*Les lacs du Connemara
Michel Teló;Ai Se Eu Te Pego;;;;;;;;;;;;Michel Teló;*Ai Se Eu Te Pego
Michelle Branch;Breathe;;;;;;;;;;;;Michelle Branch;*Breathe
Michelle Branch;Everywhere;;;;;;;;;;;;Michelle Branch;*Everywhere
Middle Of The Road;Chirpy Chirpy Cheep Cheep;;;;;;;;;;;;Middle Of The Road;*Chirpy Chirpy Cheep Cheep
Midnight Oil;Beds Are Burning;;;;;;;;;;;;Midnight Oil;*Beds Are Burning
Mika;Big Girl You Are Beautiful;;;;;;;;;;;;Mika;*Big Girl You Are Beautiful
Mika;Grace Kelly;;;;;;;;;;;;Mika;*Grace Kelly
Mika;Love Today;;;;;;;;;;;;Mika;*Love Today
Mika;Rain;;;;;;;;;;;;Mika;*Rain
Mika;Relax, Take It Easy;;;;;;;;;;;;Mika;*Relax, Take It Easy
Mike + The Mechanics ;The living years;;;;;;;;;;;;Mike + The Mechanics ;*The living years
Mike Oldfield & Maggie Reilly;Moonlight shadow;;;;;;;;;;;;Mike Oldfield & Maggie Reilly;*Moonlight shadow
Mike Oldfield & Maggie Reilly;To France;;;;;;;;;;;;Mike Oldfield & Maggie Reilly;*To France
Mike Oldfield & Roger Chapman;Shadow on the wall;;;;;;;;;;;;Mike Oldfield & Roger Chapman;*Shadow on the wall
Miley Cyrus;7 Things;;;;;;;;;;;;Miley Cyrus;*7 Things
Miley Cyrus;Party In The U.S.A;;;;;;;;;;;;Miley Cyrus;*Party In The U.S.A
Miley Cyrus;Wrecking Ball;;;;;;;;;;;;Miley Cyrus;*Wrecking Ball
Miley Cyrus ;Flowers;;;;;;;;;;;;Miley Cyrus ;*Flowers
Miley Cyrus and Dua Lipa;Prisoner (+ duet);;;;;;;;;;;;Miley Cyrus and Dua Lipa;*Prisoner (+ duet)
Milk Inc.;Livin' a lie;;;;;;;;;;;;Milk Inc.;*Livin' a lie
Milk Inc.;Walk on Water;;;;;;;;;;;;Milk Inc.;*Walk on Water
Milow;Ayo Technology;;;;;;;;;;;;Milow;*Ayo Technology
Milow;Howling At The Moon;;;;;;;;;;;;Milow;*Howling At The Moon
Milow;Little In The Middle;;;;;;;;;;;;Milow;*Little In The Middle
Milow;You And Me (In My Pocket);;;;;;;;;;;;Milow;*You And Me (In My Pocket)
Milow;You Don't Know;;;;;;;;;;;;Milow;*You Don't Know
Milow & Marit Larsen;Out Of My Hands;;;;;;;;;;;;Milow & Marit Larsen;*Out Of My Hands
Miraculous;It's Ladybug! (+ Duet);;;;;;;;;;;;Miraculous;*It's Ladybug! (+ Duet)
Mis-Teeq;Scandalous;;;;;;;;;;;;Mis-Teeq;*Scandalous
Moby;Porcelain;;;;;;;;;;;;Moby;*Porcelain
Modern Talking;Brother Louie;;;;;;;;;;;;Modern Talking;*Brother Louie
Modern Talking;Cheri, Cheri Lady;;;;;;;;;;;;Modern Talking;*Cheri, Cheri Lady
Modern Talking;You Can Win If You Want;;;;;;;;;;;;Modern Talking;*You Can Win If You Want
Modern Talking;You´re my heart, you´re my soul (+ duet);;;;;;;;;;;;Modern Talking;*You´re my heart, you´re my soul (+ duet)
Modjo;Lady;;;;;;;;;;;;Modjo;*Lady
Monkees;Daydream Believer;;;;;;;;;;;;Monkees;*Daydream Believer
Monrose;Shame;;;;;;;;;;;;Monrose;*Shame
Monty Phyton;Always look on the bright side of life;;;;;;;;;;;;Monty Phyton;*Always look on the bright side of life
Morris Albert;Feelings;;;;;;;;;;;;Morris Albert;*Feelings
Motorhead;Ace of Spades;;;;;;;;;;;;Motorhead;*Ace of Spades
Moulin Rouge;Lady Marmalade;;;;;;;;;;;;Moulin Rouge;*Lady Marmalade
Mousse T. Vs. Hot 'N' Juicy;Horny;;;;;;;;;;;;Mousse T. Vs. Hot 'N' Juicy;*Horny
Mr Big;To Be With You;;;;;;;;;;;;Mr Big;*To Be With You
Mr Mister;Broken Wings;;;;;;;;;;;;Mr Mister;*Broken Wings
Mr Mister;Kyrie;;;;;;;;;;;;Mr Mister;*Kyrie
Mr. President;Coco Jamboo;;;;;;;;;;;;Mr. President;*Coco Jamboo
Mumford & Sons ;I Will Wait (Album Version);;;;;;;;;;;;Mumford & Sons ;*I Will Wait (Album Version)
Mumford and Sons;Believe;;;;;;;;;;;;Mumford and Sons;*Believe
Mumford and Sons;Little Lion Man;;;;;;;;;;;;Mumford and Sons;*Little Lion Man
Murray Head;One Night in Bangkok;;;;;;;;;;;;Murray Head;*One Night in Bangkok
Muse;Bliss;;;;;;;;;;;;Muse;*Bliss
Muse;Butterflies And Hurricanes;;;;;;;;;;;;Muse;*Butterflies And Hurricanes
Muse;Dead Inside;;;;;;;;;;;;Muse;*Dead Inside
Muse;Knights of Cydonia;;;;;;;;;;;;Muse;*Knights of Cydonia
Muse;Madness;;;;;;;;;;;;Muse;*Madness
Muse;Map of The Problematique;;;;;;;;;;;;Muse;*Map of The Problematique
Muse;Muscle Museum;;;;;;;;;;;;Muse;*Muscle Museum
Muse;Neutron Star Collision (Love is Forever);;;;;;;;;;;;Muse;*Neutron Star Collision (Love is Forever)
Muse;New Born;;;;;;;;;;;;Muse;*New Born
Muse;Panic Station;;;;;;;;;;;;Muse;*Panic Station
Muse;Resistance;;;;;;;;;;;;Muse;*Resistance
Muse;Starlight;;;;;;;;;;;;Muse;*Starlight
Muse;Supermassive Black Hole;;;;;;;;;;;;Muse;*Supermassive Black Hole
Muse;Take A Bow;;;;;;;;;;;;Muse;*Take A Bow
Muse;Time Is Running Out;;;;;;;;;;;;Muse;*Time Is Running Out
Muse;Undisclosed Desires;;;;;;;;;;;;Muse;*Undisclosed Desires
Muse;Unintended;;;;;;;;;;;;Muse;*Unintended
Muse;Uprising;;;;;;;;;;;;Muse;*Uprising
My Chemical Romance;Helena;;;;;;;;;;;;My Chemical Romance;*Helena
My Chemical Romance;Teenagers;;;;;;;;;;;;My Chemical Romance;*Teenagers
My Chemical Romance;Welcome to the black parade;;;;;;;;;;;;My Chemical Romance;*Welcome to the black parade
Mylène Farmer;Désenchantée;;;;;;;;;;;;Mylène Farmer;*Désenchantée
Nadiya;Et c'est parti;;;;;;;;;;;;Nadiya;*Et c'est parti
Naked Eyes;Always Something There to Remind Me;;;;;;;;;;;;Naked Eyes;*Always Something There to Remind Me
Nancy Sinatra;Bang Bang;;;;;;;;;;;;Nancy Sinatra;*Bang Bang
Nancy Sinatra;These Boot Are Made For Walking;;;;;;;;;;;;Nancy Sinatra;*These Boot Are Made For Walking
Nat King Cole;When I Fall In Love;;;;;;;;;;;;Nat King Cole;*When I Fall In Love
Natalie Imbruglia;Torn;;;;;;;;;;;;Natalie Imbruglia;*Torn
Natasha Bedingfield;Single;;;;;;;;;;;;Natasha Bedingfield;*Single
Natasha Bedingfield;These Words;;;;;;;;;;;;Natasha Bedingfield;*These Words
Natasha Bedingfield;Unwritten;;;;;;;;;;;;Natasha Bedingfield;*Unwritten
Nea;Some Say;;;;;;;;;;;;Nea;*Some Say
Neil Young;Harvest Moon;;;;;;;;;;;;Neil Young;*Harvest Moon
Neil Young;Heart of Gold;;;;;;;;;;;;Neil Young;*Heart of Gold
Neil Young;Rockin' in the free world;;;;;;;;;;;;Neil Young;*Rockin' in the free world
Nek;Laura non c'è;;;;;;;;;;;;Nek;*Laura non c'è
Nelly Furtado;All Good Things;;;;;;;;;;;;Nelly Furtado;*All Good Things
Nelly Furtado;Força;;;;;;;;;;;;Nelly Furtado;*Força
Nelly Furtado;I'm Like A Bird;;;;;;;;;;;;Nelly Furtado;*I'm Like A Bird
Nelly Furtado;Maneater;;;;;;;;;;;;Nelly Furtado;*Maneater
Nelly Furtado;Promiscuous;;;;;;;;;;;;Nelly Furtado;*Promiscuous
Nelly Furtado;Say It Right;;;;;;;;;;;;Nelly Furtado;*Say It Right
Nena;99 Red Balloons;;;;;;;;;;;;Nena;*99 Red Balloons
Nena;Irgendwie, Irgendwo, Irgendwann;;;;;;;;;;;;Nena;*Irgendwie, Irgendwo, Irgendwann
Nena ft. Kim Wilde;Anyplace, Anywhere, Anytime (duet);;;;;;;;;;;;Nena ft. Kim Wilde;*Anyplace, Anywhere, Anytime (duet)
Neneh Cherry;Buffalo Stance;;;;;;;;;;;;Neneh Cherry;*Buffalo Stance
New Kids On The Block;Step By Step;;;;;;;;;;;;New Kids On The Block;*Step By Step
New Order;Blue Monday;;;;;;;;;;;;New Order;*Blue Monday
New Order;Regret;;;;;;;;;;;;New Order;*Regret
New Order;True Faith;;;;;;;;;;;;New Order;*True Faith
Ne-Yo;Beautiful monster;;;;;;;;;;;;Ne-Yo;*Beautiful monster
Ne-Yo;Closer;;;;;;;;;;;;Ne-Yo;*Closer
Ne-Yo;Let Me Love You;;;;;;;;;;;;Ne-Yo;*Let Me Love You
Nick Cave & The Bad Seeds;Into My Arms;;;;;;;;;;;;Nick Cave & The Bad Seeds;*Into My Arms
Nick Cave and Kylie Minogue;Where The Wild Roses Grow;;;;;;;;;;;;Nick Cave and Kylie Minogue;*Where The Wild Roses Grow
Nick Jonas & Robin Schulz;Right Now;;;;;;;;;;;;Nick Jonas & Robin Schulz;*Right Now
Nick Kamen;I promised myself;;;;;;;;;;;;Nick Kamen;*I promised myself
Nickelback;Hero (+ duet);;;;;;;;;;;;Nickelback;*Hero (+ duet)
Nickelback;How You Remind Me;;;;;;;;;;;;Nickelback;*How You Remind Me
Nickelback;Photograph;;;;;;;;;;;;Nickelback;*Photograph
Nickelback;Rockstar;;;;;;;;;;;;Nickelback;*Rockstar
Nickelback;Savin' Me;;;;;;;;;;;;Nickelback;*Savin' Me
Nicki Minaj;Starships;;;;;;;;;;;;Nicki Minaj;*Starships
Nicole;Ein bißchen Frieden;;;;;;;;;;;;Nicole;*Ein bißchen Frieden
Nielson;IJskoud;;;;;;;;;;;;Nielson;*IJskoud
Nielson;Sexy als ik dans;;;;;;;;;;;;Nielson;*Sexy als ik dans
Nik Kershaw;The Riddle;;;;;;;;;;;;Nik Kershaw;*The Riddle
Nik Kershaw;Wouldn't It Be Good;;;;;;;;;;;;Nik Kershaw;*Wouldn't It Be Good
Nilsson;Without You;;;;;;;;;;;;Nilsson;*Without You
Nino De Angelo;Jenseits Von Eden;;;;;;;;;;;;Nino De Angelo;*Jenseits Von Eden
Nirvana;About A Girl;;;;;;;;;;;;Nirvana;*About A Girl
Nirvana;All Apologies;;;;;;;;;;;;Nirvana;*All Apologies
Nirvana;Come As You Are;;;;;;;;;;;;Nirvana;*Come As You Are
Nirvana;Heart-Shaped Box;;;;;;;;;;;;Nirvana;*Heart-Shaped Box
Nirvana;In Bloom;;;;;;;;;;;;Nirvana;*In Bloom
Nirvana;Lithium;;;;;;;;;;;;Nirvana;*Lithium
Nirvana;Polly;;;;;;;;;;;;Nirvana;*Polly
Nirvana;Rape Me;;;;;;;;;;;;Nirvana;*Rape Me
Nirvana;Smells Like Teen Spirit;;;;;;;;;;;;Nirvana;*Smells Like Teen Spirit
Nirvana;Something in the way;;;;;;;;;;;;Nirvana;*Something in the way
Nirvana;The Man Who Sold The World;;;;;;;;;;;;Nirvana;*The Man Who Sold The World
Nirvana;Where Did You Sleep Last Night;;;;;;;;;;;;Nirvana;*Where Did You Sleep Last Night
No Doubt;Don't speak;;;;;;;;;;;;No Doubt;*Don't speak
No Doubt;Ex-Girlfriend;;;;;;;;;;;;No Doubt;*Ex-Girlfriend
No Doubt;Hella Good;;;;;;;;;;;;No Doubt;*Hella Good
No Doubt;Hey Baby;;;;;;;;;;;;No Doubt;*Hey Baby
No Doubt;It's My Life;;;;;;;;;;;;No Doubt;*It's My Life
No Doubt;Just A Girl;;;;;;;;;;;;No Doubt;*Just A Girl
No Doubt;Spiderwebs;;;;;;;;;;;;No Doubt;*Spiderwebs
No Doubt;Underneath it All;;;;;;;;;;;;No Doubt;*Underneath it All
Noa Kirel ;Unicorn;;;;;;;;;;;;Noa Kirel ;*Unicorn
Noah Kahan;Stick Season;;;;;;;;;;;;Noah Kahan;*Stick Season
Norah Jones;Chasing Pirates;;;;;;;;;;;;Norah Jones;*Chasing Pirates
Norah Jones;Don't Know Why;;;;;;;;;;;;Norah Jones;*Don't Know Why
Norah Jones;Sunrise;;;;;;;;;;;;Norah Jones;*Sunrise
N'Sync;Bye bye bye;;;;;;;;;;;;N'Sync;*Bye bye bye
N'Sync;I'll Never Stop;;;;;;;;;;;;N'Sync;*I'll Never Stop
N'Sync;Tearin' Up My Heart;;;;;;;;;;;;N'Sync;*Tearin' Up My Heart
N'Sync;This I promise you;;;;;;;;;;;;N'Sync;*This I promise you
O.A.R;Love and Memories;;;;;;;;;;;;O.A.R;*Love and Memories
Oasis;Champagne Supernova;;;;;;;;;;;;Oasis;*Champagne Supernova
Oasis;Don't Look Back in Anger;;;;;;;;;;;;Oasis;*Don't Look Back in Anger
Oasis;Live forever;;;;;;;;;;;;Oasis;*Live forever
Oasis;Stop Crying Your Heart Out;;;;;;;;;;;;Oasis;*Stop Crying Your Heart Out
Oasis;Whatever;;;;;;;;;;;;Oasis;*Whatever
Oasis;Wonderwall;;;;;;;;;;;;Oasis;*Wonderwall
Of Monsters and Men;Little Talks (+ duet);;;;;;;;;;;;Of Monsters and Men;*Little Talks (+ duet)
Ofenbach;Be Mine;;;;;;;;;;;;Ofenbach;*Be Mine
Ofenbach;Head Shoulders Knees & Toes;;;;;;;;;;;;Ofenbach;*Head Shoulders Knees & Toes
Ofenbach;Katchi;;;;;;;;;;;;Ofenbach;*Katchi
Offspring;Come Out and Play;;;;;;;;;;;;Offspring;*Come Out and Play
Offspring;Original Prankster;;;;;;;;;;;;Offspring;*Original Prankster
Offspring;Pretty Fly;;;;;;;;;;;;Offspring;*Pretty Fly
Offspring;Self Esteem;;;;;;;;;;;;Offspring;*Self Esteem
Offspring;The Kids aren't alright;;;;;;;;;;;;Offspring;*The Kids aren't alright
OK GO;Here It Goes Again;;;;;;;;;;;;OK GO;*Here It Goes Again
Olivia Newton-John;Hopelessly devoted to you;;;;;;;;;;;;Olivia Newton-John;*Hopelessly devoted to you
Olivia Newton-John;Physical;;;;;;;;;;;;Olivia Newton-John;*Physical
Olivia Newton-John & ELO;Xanadu;;;;;;;;;;;;Olivia Newton-John & ELO;*Xanadu
Olivia Rodrigo;Drivers license;;;;;;;;;;;;Olivia Rodrigo;*Drivers license
Olivia Rodrigo;Vampire;;;;;;;;;;;;Olivia Rodrigo;*Vampire
OMC;How Bizarre;;;;;;;;;;;;OMC;*How Bizarre
OMD;Enola Gay;;;;;;;;;;;;OMD;*Enola Gay
OMD;Locomotion;;;;;;;;;;;;OMD;*Locomotion
OMD;Maid of Orleans;;;;;;;;;;;;OMD;*Maid of Orleans
One Direction;Kiss You;;;;;;;;;;;;One Direction;*Kiss You
One Direction;Live While We're Young;;;;;;;;;;;;One Direction;*Live While We're Young
One Direction;One Thing;;;;;;;;;;;;One Direction;*One Thing
One Direction;One Way Or Another;;;;;;;;;;;;One Direction;*One Way Or Another
One Direction;What Makes You Beautiful;;;;;;;;;;;;One Direction;*What Makes You Beautiful
One Night Only;Just For Tonight;;;;;;;;;;;;One Night Only;*Just For Tonight
One Republic;All the Right Moves;;;;;;;;;;;;One Republic;*All the Right Moves
One Republic;Apologize;;;;;;;;;;;;One Republic;*Apologize
One Republic;Stop And Stare;;;;;;;;;;;;One Republic;*Stop And Stare
Operator Please;Just A Song About Ping Pong;;;;;;;;;;;;Operator Please;*Just A Song About Ping Pong
Opus;Live Is Life;;;;;;;;;;;;Opus;*Live Is Life
Orange Blue;She's Got That Light;;;;;;;;;;;;Orange Blue;*She's Got That Light
Orson;Bright Idea;;;;;;;;;;;;Orson;*Bright Idea
Orson;No Tomorrow;;;;;;;;;;;;Orson;*No Tomorrow
Otis Redding;Fa-Fa-Fa-Fa-Fa (sad song);;;;;;;;;;;;Otis Redding;*Fa-Fa-Fa-Fa-Fa (sad song)
Otis Redding;I've Got Dreams to Remember;;;;;;;;;;;;Otis Redding;*I've Got Dreams to Remember
Otis Redding;Sittin on the dock of the bay;;;;;;;;;;;;Otis Redding;*Sittin on the dock of the bay
Ottawan;Hands Up! (+ duet);;;;;;;;;;;;Ottawan;*Hands Up! (+ duet)
Outfield;Your Love;;;;;;;;;;;;Outfield;*Your Love
Outkast;Hey Ya;;;;;;;;;;;;Outkast;*Hey Ya
Outkast;Idlewild Blues (Don't Chu Worry);;;;;;;;;;;;Outkast;*Idlewild Blues (Don't Chu Worry)
OutKast;Ms. Jackson;;;;;;;;;;;;OutKast;*Ms. Jackson
OutKast;Roses;;;;;;;;;;;;OutKast;*Roses
Owl City;Fireflies;;;;;;;;;;;;Owl City;*Fireflies
Ozzy Osbourne;Dreamer;;;;;;;;;;;;Ozzy Osbourne;*Dreamer
P!nk ;Blow Me (One Last Kiss);;;;;;;;;;;;P!nk ;*Blow Me (One Last Kiss)
P!nk ;Fuckin' Perfect;;;;;;;;;;;;P!nk ;*Fuckin' Perfect
P!nk ;Never Gonna Not Dance Again;;;;;;;;;;;;P!nk ;*Never Gonna Not Dance Again
P!nk ;So what;;;;;;;;;;;;P!nk ;*So what
P!nk ;Trustfall;;;;;;;;;;;;P!nk ;*Trustfall
Panic! At The Disco;High Hopes;;;;;;;;;;;;Panic! At The Disco;*High Hopes
Panic! At The Disco;I Write Sins Not Tragedies;;;;;;;;;;;;Panic! At The Disco;*I Write Sins Not Tragedies
Panic! at the Disco;Nine in the Afternoon;;;;;;;;;;;;Panic! at the Disco;*Nine in the Afternoon
Papa AP;Gasolina;;;;;;;;;;;;Papa AP;*Gasolina
Papa Roach;Between Angels And Insects;;;;;;;;;;;;Papa Roach;*Between Angels And Insects
Papa Roach;Broken Home;;;;;;;;;;;;Papa Roach;*Broken Home
Papa Roach;Last Resort;;;;;;;;;;;;Papa Roach;*Last Resort
Paramore;Caught In The Middle;;;;;;;;;;;;Paramore;*Caught In The Middle
Paramore;Decode;;;;;;;;;;;;Paramore;*Decode
Paris Hilton;Stars are Blind;;;;;;;;;;;;Paris Hilton;*Stars are Blind
Passenger;Let her go;;;;;;;;;;;;Passenger;*Let her go
Passion Pit;The Reeling;;;;;;;;;;;;Passion Pit;*The Reeling
Pat Benatar;Hit me with your best shot;;;;;;;;;;;;Pat Benatar;*Hit me with your best shot
Pat Benatar;Love is a battlefield;;;;;;;;;;;;Pat Benatar;*Love is a battlefield
Pat Benatar;We belong;;;;;;;;;;;;Pat Benatar;*We belong
Patrick Bruel;Casser la voix;;;;;;;;;;;;Patrick Bruel;*Casser la voix
Patrick Hernandez;Born To Be Alive;;;;;;;;;;;;Patrick Hernandez;*Born To Be Alive
Patrick Swayze;She´s Like The Wind;;;;;;;;;;;;Patrick Swayze;*She´s Like The Wind
Patsy Cline;Crazy;;;;;;;;;;;;Patsy Cline;*Crazy
Paul McCartney;Wonderful Christmas Time;;;;;;;;;;;;Paul McCartney;*Wonderful Christmas Time
Paul McCartney & Michael Jackson;Say Say Say (+ duet);;;;;;;;;;;;Paul McCartney & Michael Jackson;*Say Say Say (+ duet)
Paul McCartney & Stevie Wonder;Ebony and Ivory;;;;;;;;;;;;Paul McCartney & Stevie Wonder;*Ebony and Ivory
Paul Young;Come Back and Stay;;;;;;;;;;;;Paul Young;*Come Back and Stay
Paul Young;Everytime you go away;;;;;;;;;;;;Paul Young;*Everytime you go away
Paul Young;Where Ever I Lay My Hat;;;;;;;;;;;;Paul Young;*Where Ever I Lay My Hat
Paula Abdul;Rush rush;;;;;;;;;;;;Paula Abdul;*Rush rush
Paula Abdul;Straight up;;;;;;;;;;;;Paula Abdul;*Straight up
Paula Abdul & The Wild Pair;Opposites Attract;;;;;;;;;;;;Paula Abdul & The Wild Pair;*Opposites Attract
Pearl Jam;Alive;;;;;;;;;;;;Pearl Jam;*Alive
Pearl Jam;Better Man;;;;;;;;;;;;Pearl Jam;*Better Man
Pearl Jam;Black;;;;;;;;;;;;Pearl Jam;*Black
Pearl Jam;Daughter;;;;;;;;;;;;Pearl Jam;*Daughter
Pearl Jam;Even Flow;;;;;;;;;;;;Pearl Jam;*Even Flow
Pearl Jam;I Am Mine;;;;;;;;;;;;Pearl Jam;*I Am Mine
Pearl Jam;Jeremy;;;;;;;;;;;;Pearl Jam;*Jeremy
Pearl Jam;Just Breathe;;;;;;;;;;;;Pearl Jam;*Just Breathe
Pearl Jam;Oceans;;;;;;;;;;;;Pearl Jam;*Oceans
Pearl Jam;Once;;;;;;;;;;;;Pearl Jam;*Once
